src_employee,dst_employee,weight
E00618,E00262,0.77
E00897,E00992,0.61
E00920,E00859,0.49
E00313,E00994,0.3
E00798,E00778,0.79
E00277,E00034,0.79
E00347,E00917,0.54
E00491,E00584,0.5
E01103,E00546,0.92
E00344,E00862,0.27
E01008,E00874,0.18
E00171,E00092,0.45
E00776,E00968,0.91
E00620,E01125,0.66
E00721,E00050,0.14
E00129,E00467,0.41
E00866,E01122,0.13
E00938,E00527,0.77
E01184,E00150,0.16
E00282,E00510,0.46
E00037,E01114,0.44
E00864,E00270,0.95
E01002,E00827,0.18
E00681,E00904,0.36
E00452,E00664,0.48
E00635,E00190,0.67
E00090,E00027,0.73
E00340,E00225,0.14
E00620,E00702,0.91
E00809,E00978,1.0
E00524,E00686,0.59
E00261,E00943,0.35
E00570,E00741,0.95
E00366,E00373,0.52
E01069,E00342,0.76
E00303,E00599,0.2
E00105,E00818,0.32
E00672,E00333,0.37
E01045,E00305,0.75
E00989,E00470,0.81
E00253,E00001,0.88
E00736,E00304,0.6
E00503,E00954,0.37
E00766,E00243,0.91
E00868,E00616,0.19
E00030,E00375,0.95
E00180,E00775,0.4
E00543,E00926,0.28
E00722,E00652,0.74
E01132,E00685,0.67
E00409,E00446,0.98
E00808,E00392,0.82
E00525,E00194,0.56
E00974,E00003,0.47
E00418,E00634,0.62
E00558,E01103,0.41
E00895,E00435,0.58
E00041,E00560,0.12
E00068,E00915,0.73
E01182,E00495,0.47
E00737,E00336,0.83
E00296,E00625,0.86
E00212,E00505,0.2
E00138,E00726,0.88
E01121,E00512,0.45
E00699,E00039,0.47
E00895,E00666,0.43
E00108,E00420,0.9
E00485,E00577,0.47
E00521,E01065,0.21
E00423,E00646,0.22
E00803,E01017,0.75
E00076,E00018,0.24
E00885,E00011,0.22
E00035,E00192,0.39
E01082,E00313,0.62
E00022,E00470,0.94
E01009,E00629,0.64
E00107,E00124,0.6
E00366,E00191,0.87
E00214,E00347,0.81
E01019,E00297,0.43
E00714,E00488,0.98
E00864,E01010,0.29
E00485,E01138,0.83
E00660,E00700,0.84
E00054,E00653,0.56
E01179,E00343,0.38
E01015,E00893,0.67
E00548,E00298,0.72
E00519,E00675,0.83
E00239,E00028,0.27
E01096,E01046,0.49
E00131,E00768,0.15
E00293,E00892,0.47
E00780,E00417,0.57
E00309,E00794,0.21
E00949,E00266,0.75
E00284,E00134,0.55
E00780,E00500,0.2
E00479,E00099,0.16
E00239,E00282,0.49
E00385,E00373,0.97
E00073,E00816,0.28
E01103,E00935,0.77
E00448,E00998,0.23
E00722,E00852,0.76
E01021,E00729,0.63
E00366,E00404,0.75
E00201,E00870,0.93
E00019,E00943,0.48
E01126,E00031,0.79
E00186,E00288,0.27
E00712,E00353,0.48
E00647,E00198,0.2
E00978,E00477,0.16
E00957,E00900,0.13
E00645,E00950,0.53
E00271,E01105,0.76
E00355,E00969,0.23
E00036,E00630,0.88
E01177,E00345,0.15
E01079,E00879,0.16
E00664,E00185,0.5
E01003,E00907,0.94
E01026,E00174,0.66
E00624,E00494,0.4
E01142,E00204,0.84
E00232,E01010,0.39
E01055,E00095,0.26
E00929,E00632,0.99
E00537,E00836,0.95
E01112,E00306,0.13
E00668,E01189,0.16
E01142,E00423,0.73
E01168,E01200,0.99
E00470,E00568,0.66
E00867,E00695,0.16
E01085,E00384,0.29
E00925,E00288,0.5
E00438,E00352,0.67
E00187,E00524,0.99
E00902,E00920,0.57
E00959,E00963,0.21
E00494,E00954,0.39
E00146,E00859,0.78
E00887,E00207,0.61
E01146,E00104,0.51
E00487,E00887,0.33
E00862,E00202,0.26
E00137,E00991,0.97
E00648,E01157,0.99
E00722,E00520,0.75
E00537,E01045,0.72
E00010,E00311,0.83
E00161,E01151,0.98
E00565,E00742,0.48
E00581,E00289,0.9
E00291,E00851,0.55
E00365,E00006,0.24
E01139,E00884,0.32
E00063,E01180,0.83
E00059,E00820,0.42
E00984,E00783,0.72
E00329,E00528,0.29
E00620,E00947,0.84
E00895,E01020,0.11
E00818,E00693,0.67
E00983,E00716,0.59
E00486,E00706,0.57
E01006,E00988,0.25
E01020,E00508,0.84
E00014,E00841,0.36
E00224,E00948,0.83
E00237,E00519,0.65
E00146,E01059,0.39
E00122,E00681,0.86
E00891,E00198,0.18
E01070,E01111,0.3
E00331,E00487,0.71
E00677,E00523,0.79
E01078,E00576,0.15
E00652,E01065,0.47
E00737,E01008,0.94
E00764,E00442,0.84
E01001,E00258,0.39
E01009,E01168,0.42
E00313,E00053,0.35
E00330,E00295,0.82
E00330,E00968,0.67
E00945,E00545,0.55
E00651,E01167,0.55
E00562,E00624,0.24
E00856,E00829,0.71
E00568,E00327,0.39
E00237,E00558,0.91
E00566,E00133,0.29
E01168,E00551,0.6
E00790,E01074,0.55
E00308,E00608,0.31
E00197,E00098,0.92
E00512,E00957,0.7
E00651,E01054,0.54
E01118,E00800,0.3
E00298,E00748,0.6
E00384,E00782,0.19
E00850,E01111,0.52
E00548,E01059,0.62
E00997,E00738,0.69
E00904,E00483,0.2
E00399,E00400,0.6
E00501,E01018,0.55
E00577,E01158,0.36
E00065,E00797,0.57
E00629,E00350,0.78
E00132,E00058,0.18
E00766,E00974,0.47
E00479,E00425,0.52
E00357,E01100,0.86
E00470,E00755,0.55
E01133,E01063,0.27
E00711,E01140,0.51
E00101,E00764,0.52
E00480,E00068,0.7
E00985,E00823,0.83
E00081,E00278,0.61
E00661,E00299,0.68
E00702,E00056,0.89
E00040,E00206,0.75
E00889,E00156,0.72
E00796,E01197,0.83
E00976,E00173,0.4
E00686,E00633,0.94
E00156,E00334,0.59
E00740,E00858,0.47
E00837,E01015,0.23
E00079,E00342,0.27
E00767,E00840,0.5
E00075,E00233,0.92
E00786,E00260,0.72
E00414,E00976,0.72
E00836,E00088,0.92
E00683,E00080,0.22
E00577,E00578,0.49
E00432,E00482,0.48
E01151,E00990,0.64
E00765,E00964,0.39
E00491,E00872,0.13
E00634,E00101,0.48
E00983,E00262,0.41
E00623,E00197,0.73
E00356,E00657,0.69
E00394,E00774,0.18
E00461,E00219,0.55
E00794,E00489,0.48
E01106,E00400,0.43
E01105,E00498,0.67
E00840,E00050,0.54
E00606,E00463,0.84
E00598,E00639,0.6
E00154,E00766,0.45
E01022,E00002,0.42
E00769,E00659,0.33
E00211,E00248,0.93
E00959,E00801,0.65
E00457,E00974,0.16
E00077,E00605,0.81
E00724,E00198,0.14
E00292,E00055,0.96
E00794,E00259,0.64
E01147,E00939,0.67
E00023,E01114,0.73
E01028,E00754,0.56
E00414,E00707,0.19
E00492,E00991,0.36
E00713,E00208,0.53
E01110,E00316,0.49
E01172,E01003,0.21
E00441,E01057,0.76
E00223,E01058,0.67
E00455,E01004,0.44
E01156,E00623,0.88
E00450,E00385,0.42
E00315,E00673,1.0
E00559,E00419,0.15
E00368,E00895,0.57
E00969,E00488,0.7
E01020,E00623,0.67
E01046,E00399,0.24
E00567,E00970,0.66
E00357,E01022,0.91
E00420,E01046,0.71
E00988,E00124,0.24
E00741,E00769,0.38
E00450,E00897,0.98
E01171,E00741,0.94
E00138,E01164,0.22
E00514,E00739,0.9
E00854,E00213,0.88
E00452,E00265,0.83
E00706,E00603,0.19
E00406,E01153,0.69
E01059,E00581,0.68
E00833,E00127,0.75
E00857,E00322,0.15
E00199,E00331,0.51
E00089,E00643,0.96
E00938,E01058,0.12
E01040,E01014,0.77
E00434,E00423,0.65
E00934,E00009,0.46
E00096,E00538,0.37
E00531,E00831,0.64
E00148,E00412,0.18
E00183,E00190,0.4
E00381,E00684,0.23
E00145,E00596,0.54
E00595,E00374,0.8
E00241,E00513,0.51
E00440,E00165,0.65
E00847,E00546,0.39
E00929,E00073,0.71
E00655,E00534,0.82
E00960,E00418,0.98
E00747,E00406,0.14
E00778,E00334,0.8
E00620,E00359,0.78
E00782,E00825,0.47
E00181,E00727,0.21
E00009,E00290,0.86
E00844,E00205,0.25
E01035,E00678,0.44
E00769,E00220,0.7
E00822,E00633,0.36
E00340,E00402,0.96
E01193,E00753,0.32
E00923,E00828,0.38
E00122,E01078,0.75
E00180,E00698,0.38
E00728,E00840,0.87
E00759,E00332,0.7
E00015,E00074,0.59
E00804,E01027,0.76
E01069,E01065,0.59
E01005,E00201,0.75
E00472,E01129,0.99
E00091,E01036,0.66
E01067,E00347,0.3
E00504,E00582,0.13
E01033,E01085,0.97
E00982,E00816,0.67
E00166,E00361,0.37
E00603,E00497,0.77
E00106,E00421,0.74
E01147,E00391,0.5
E00790,E00135,0.52
E00385,E00729,0.58
E00743,E00927,0.55
E01118,E00565,0.41
E00666,E00400,0.9
E00226,E01166,0.99
E00644,E00989,0.76
E00813,E01173,0.74
E00206,E00165,0.41
E00800,E00312,0.92
E00688,E00109,0.17
E00490,E01090,0.15
E00098,E00836,0.85
E00840,E00357,0.38
E00754,E01195,0.9
E01111,E00616,0.5
E00483,E00227,0.31
E00574,E00612,0.44
E00567,E00018,0.54
E00841,E00979,0.77
E00325,E00779,0.53
E00985,E00762,0.4
E00235,E00048,0.43
E00216,E00174,0.75
E00023,E00591,0.87
E00123,E00423,0.62
E00513,E00798,0.67
E00656,E00985,0.27
E00566,E00025,0.1
E00282,E00687,0.34
E00460,E01033,0.45
E00743,E00011,0.82
E00708,E00073,0.65
E00927,E00522,0.28
E00357,E00877,0.36
E00939,E00551,0.99
E00472,E00938,0.39
E00421,E00027,0.75
E00051,E00762,0.39
E00820,E00946,0.9
E00276,E00988,0.33
E00287,E00604,0.88
E00377,E00759,0.29
E00051,E00567,0.65
E00891,E00889,0.15
E00197,E00382,0.72
E00670,E00954,0.67
E00524,E00417,0.8
E00212,E00034,0.14
E00027,E00337,0.58
E00462,E00673,0.76
E00058,E00340,0.62
E00688,E00392,0.67
E00831,E00173,0.29
E00419,E00318,0.33
E00987,E00807,0.49
E01071,E00138,0.83
E00088,E00050,0.55
E00571,E00095,0.53
E00542,E00859,0.32
E00513,E00951,0.16
E00803,E00777,0.48
E00690,E00031,0.54
E00822,E00332,0.23
E00431,E00016,0.77
E00849,E00416,0.91
E00737,E00147,0.26
E00989,E00817,0.17
E00722,E01067,0.58
E00748,E00513,0.22
E00140,E00238,0.46
E00834,E00092,0.94
E01146,E00122,0.34
E01168,E00650,0.8
E00742,E00991,0.2
E00380,E00053,0.67
E00058,E00092,0.99
E00897,E00531,0.55
E00508,E00176,0.62
E00071,E00882,0.7
E00795,E00246,0.57
E00677,E00596,0.65
E00408,E00244,0.58
E00140,E00083,0.96
E00847,E00742,0.45
E01043,E00792,0.24
E00149,E00744,0.82
E00767,E00653,0.86
E00279,E00647,0.43
E00008,E00888,0.69
E00397,E00875,0.18
E00509,E00854,0.91
E00529,E00468,0.96
E00176,E00421,0.51
E00316,E00745,0.36
E00784,E00024,0.59
E00608,E00310,0.1
E00584,E00241,0.79
E00939,E01166,0.76
E00351,E00727,0.95
E01144,E00823,0.39
E00233,E01004,0.57
E00665,E00814,0.67
E00572,E01099,0.41
E01070,E00874,0.45
E00298,E00147,0.28
E01052,E00664,0.65
E00361,E00030,0.35
E00459,E01061,0.88
E00490,E00069,0.65
E00121,E00984,0.28
E01136,E00734,0.86
E00212,E00964,0.48
E00706,E00415,0.85
E00398,E00683,0.32
E00452,E00349,0.19
E00022,E00886,0.67
E01119,E01093,0.13
E00013,E00004,0.75
E00995,E00237,0.41
E00405,E00735,0.65
E00946,E00906,0.52
E00248,E00084,0.45
E00635,E00359,0.49
E00785,E00952,0.46
E00936,E00143,0.62
E00616,E00006,0.12
E00383,E00505,0.8
E00271,E00643,0.71
E00457,E00282,0.25
E00559,E01119,0.95
E01110,E00935,0.48
E00131,E00854,0.98
E00612,E00745,0.53
E00170,E00641,0.56
E01179,E00362,0.85
E00445,E00038,0.56
E01017,E00261,0.5
E00821,E00233,0.37
E00303,E00558,0.53
E00625,E00881,0.75
E00167,E00408,0.2
E00112,E01192,1.0
E00941,E00863,0.42
E00926,E00961,0.38
E00739,E00124,0.26
E01116,E00323,0.79
E00209,E00108,0.42
E00398,E00378,0.69
E00584,E01053,0.36
E00219,E01013,0.51
E00562,E00011,0.58
E00927,E00876,0.89
E01022,E00848,0.47
E01143,E00009,0.44
E00801,E00482,0.88
E00996,E00850,0.89
E00317,E00061,0.77
E00293,E00614,0.42
E00079,E01168,0.88
E01019,E00648,0.69
E00143,E00565,0.96
E00381,E00825,0.41
E00925,E00815,0.99
E00306,E00172,0.44
E00097,E00810,0.56
E00789,E00963,0.58
E00243,E00383,0.54
E00632,E00567,0.27
E00179,E00834,0.41
E00313,E00864,0.21
E00442,E01162,0.13
E00732,E00803,0.48
E00708,E00823,0.1
E01029,E00810,0.19
E00666,E00285,0.78
E00334,E00115,0.95
E00361,E00952,0.33
E01030,E01013,0.71
E00959,E01169,0.72
E00445,E00923,0.2
E00658,E00162,0.75
E00743,E00165,0.73
E00755,E00017,0.64
E00170,E00941,0.35
E00152,E01174,0.97
E00063,E00932,0.7
E00462,E00289,0.14
E01194,E01107,0.26
E01115,E00504,0.42
E00610,E01019,0.86
E00550,E00002,0.76
E00054,E01055,0.29
E00798,E01091,0.77
E01013,E00259,0.15
E01016,E00180,0.94
E01140,E00374,0.79
E00351,E00964,0.43
E00520,E01074,0.54
E00834,E00868,0.13
E01149,E00885,0.59
E00017,E00194,0.97
E00165,E00027,0.29
E00125,E00711,0.96
E01172,E00417,0.74
E01096,E00185,0.45
E00858,E01155,0.87
E01123,E01152,0.24
E00368,E00168,0.12
E00627,E00628,0.49
E00522,E00227,0.22
E00502,E00732,0.34
E00499,E00796,0.17
E00627,E00039,0.49
E00499,E00097,0.69
E01003,E00695,0.79
E00276,E00138,0.82
E01015,E00053,0.98
E01140,E01148,0.49
E01121,E00818,0.28
E00839,E00548,0.49
E00833,E00888,0.26
E01128,E00292,0.88
E00544,E00787,0.15
E00346,E01095,0.66
E00499,E00356,0.64
E00133,E00299,0.95
E00441,E00495,0.19
E00909,E01192,0.69
E00871,E00641,0.35
E00730,E00842,0.74
E00112,E00657,0.76
E00821,E00032,0.31
E00506,E00206,0.94
E01086,E00064,0.13
E00427,E00520,0.48
E00775,E01073,0.7
E01050,E00737,0.82
E00192,E00697,0.44
E00941,E00407,0.19
E00817,E00931,0.49
E00416,E00724,0.22
E00285,E00735,0.83
E00560,E00846,0.63
E01189,E00851,0.98
E00944,E00369,0.71
E01021,E01109,0.77
E00490,E00592,0.89
E00995,E00690,0.5
E00416,E00008,0.45
E01004,E00873,0.64
E00326,E00155,0.54
E00319,E00709,0.45
E00715,E00043,0.28
E00531,E00451,0.97
E00827,E00262,0.67
E00670,E01003,0.11
E01134,E00719,0.26
E00568,E00479,0.28
E00026,E00767,0.29
E00750,E00858,0.2
E00132,E00390,0.95
E00271,E00664,0.64
E00740,E00699,0.69
E00638,E00329,0.74
E00121,E00176,0.25
E00894,E00745,0.97
E00863,E00902,0.92
E00732,E00087,0.54
E00914,E00506,0.87
E00116,E00469,0.55
E00898,E00323,0.78
E01051,E00958,0.78
E00283,E00349,0.59
E00500,E00302,0.16
E00982,E00873,0.47
E00891,E00347,0.63
E00187,E01016,0.34
E00263,E00339,0.58
E00388,E00038,0.24
E00718,E00891,0.29
E00940,E00389,0.68
E00398,E00840,0.26
E00806,E00198,0.42
E00753,E00611,0.83
E00543,E00028,0.9
E01169,E00938,0.53
E00550,E00203,0.84
E00166,E00864,1.0
E00373,E00075,0.34
E00878,E00389,0.38
E00979,E00672,0.14
E00946,E00179,0.2
E00675,E00726,0.95
E00205,E00302,0.15
E00756,E00873,0.38
E00105,E00117,0.43
E00092,E00964,0.79
E00118,E00263,0.98
E00066,E00347,0.23
E00641,E00299,0.37
E00425,E01122,0.25
E00992,E00343,0.12
E00325,E00550,0.87
E01142,E00804,0.32
E00508,E00142,0.25
E01124,E00564,0.59
E00255,E00765,0.13
E00220,E01157,0.19
E01131,E00052,0.4
E00816,E00057,0.7
E00139,E00715,0.63
E00468,E00675,0.53
E00580,E00502,0.59
E00728,E00887,0.84
E00252,E01112,0.13
